id,list_id,contact_id,added_at,added_by,source,source_metadata
1,3,5942,2025-10-27 20:35:57.184819,1,manual,
2,3,13491,2025-10-27 20:46:05.971746,1,company,"{""companyIds"": [943], ""maxContactsPerCompany"": 3}"
3,3,13493,2025-10-27 20:46:05.971746,1,company,"{""companyIds"": [943], ""maxContactsPerCompany"": 3}"
4,3,13494,2025-10-27 20:46:05.971746,1,company,"{""companyIds"": [943], ""maxContactsPerCompany"": 3}"
5,3,11396,2025-10-27 20:48:50.648253,1,company,"{""companyIds"": [530], ""maxContactsPerCompany"": 3}"
6,3,16370,2025-10-27 20:49:25.796864,1,manual,
7,3,8700,2025-10-27 20:49:25.796864,1,manual,
8,3,8734,2025-10-27 20:49:25.796864,1,manual,
9,3,18295,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
10,3,18297,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
11,3,18298,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
12,3,18299,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
13,3,18300,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
14,3,18301,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
15,3,18302,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
16,3,18303,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
17,3,18296,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
18,3,18294,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
19,3,18288,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
20,3,18289,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
21,3,18290,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
22,3,18291,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
23,3,18292,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
24,3,18293,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
25,3,18284,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
26,3,18286,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
27,3,18287,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
28,3,18285,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
29,3,18259,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
30,3,18263,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
31,3,18265,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
32,3,18261,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
33,3,18267,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
34,3,18269,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
35,3,18270,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
36,3,18271,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
37,3,18272,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
38,3,18273,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
39,3,18253,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
40,3,18254,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
41,3,18255,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
42,3,18274,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
43,3,18275,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
44,3,18276,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
45,3,18277,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
46,3,18278,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
47,3,18279,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
48,3,18280,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
49,3,18281,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
50,3,18282,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
51,3,18283,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
52,3,18258,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
53,3,18256,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
54,3,18264,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
55,3,18260,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
56,3,18262,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
57,3,18266,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
58,3,18268,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
59,3,18257,2025-10-27 21:30:54.660541,1,search_list,"{""searchListId"": 1259}"
60,3,18250,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
61,3,18251,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
62,3,18252,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
63,3,18230,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
64,3,18232,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
65,3,18233,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
66,3,18234,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
67,3,18235,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
68,3,18236,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
69,3,18237,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
70,3,18231,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
71,3,18229,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
72,3,18239,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
73,3,18241,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
74,3,18242,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
75,3,18238,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
76,3,18240,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
77,3,18243,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
78,3,18244,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
79,3,18248,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
80,3,18249,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
81,3,18245,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
82,3,18247,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
83,3,18246,2025-10-27 22:20:10.313095,1,search_list,"{""searchListId"": 1258}"
84,4,18218,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
85,4,18217,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
86,4,18216,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
87,4,18215,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
88,4,18227,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
89,4,18228,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
90,4,18226,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
91,4,18209,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
92,4,18207,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
93,4,18208,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
94,4,18206,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
95,4,18201,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
96,4,18202,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
97,4,18203,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
98,4,18204,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
99,4,18205,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
100,4,18200,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
101,4,18222,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
102,4,18223,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
103,4,18224,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
104,4,18225,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
105,4,18221,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
106,4,18219,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
107,4,18220,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
108,4,18210,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
109,4,18213,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
110,4,18214,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
111,4,18211,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
112,4,18212,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
113,4,18165,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
114,4,18164,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
115,4,18184,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
116,4,18186,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
117,4,18188,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
118,4,18190,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
119,4,18182,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
120,4,18178,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
121,4,18180,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
122,4,18181,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
123,4,18170,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
124,4,18172,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
125,4,18168,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
126,4,18174,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
127,4,18176,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
128,4,18177,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
129,4,18179,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
130,4,18183,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
131,4,18185,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
132,4,18189,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
133,4,18191,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
134,4,18192,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
135,4,18193,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
136,4,18187,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
137,4,18166,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
138,4,18171,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
139,4,18173,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
140,4,18175,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
141,4,18167,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
142,4,18169,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
143,4,18196,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
144,4,18197,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
145,4,18198,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
146,4,18199,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
147,4,18194,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
148,4,18195,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
149,4,18162,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
150,4,18163,2025-10-28 15:46:03.265154,1,search_list,"{""searchListIds"": [1257, 1256, 1255]}"
